full_name,age,country,rating,club,foot,position,value,wage,reputation
V. Ulloa,28,Mexico,69,Inter Miami,Right,CDM,1300000,4000,1
J. Medranda,26,Colombia,69,Nashville SC,Left,LWB,1700000,4000,1
M. Schönbächler,30,Switzerland,69,FC Zürich,Right,LM,1300000,8000,1
D. Petratos,27,Australia,69,Al Wehda,Right,RM,1500000,12000,1
V. Vasić,30,Serbia,69,Royal Excel Mouscron,Right,GK,1000000,4000,1
S. Cosgrove,23,England,69,Aberdeen,Right,ST,2200000,5000,1
Bruno Costa,23,Portugal,69,FC Paços de Ferreira,Right,CAM,2800000,4000,1
S. Davis,27,United States,69,New York Red Bulls,Right,CM,1600000,4000,1
V. Lampropoulos,30,Greece,69,VfL Bochum 1848,Right,CB,1100000,8000,1
C. Calderón,23,Mexico,69,Guadalajara,Left,LB,2100000,16000,1
N. Milesi,27,Uruguay,69,Club Libertad,Right,CDM,1500000,550,1
J. Frick,27,Switzerland,69,Servette FC,Left,GK,1500000,7000,1
B. Peacock-Farrell,23,Northern Ireland,69,Burnley,Left,GK,2400000,14000,1
Álvaro,22,Spain,69,SD Huesca,Left,GK,3000000,7000,1
J. Beyer,20,Germany,69,Borussia Mönchengladbach,Right,CB,3200000,10000,1
Y. Sugawara,20,Japan,69,AZ Alkmaar,Right,RWB,2900000,4000,1
D. Bingham,30,United States,69,LA Galaxy,Right,GK,925000,3000,1
S. Bradley,28,England,69,Luton Town,Left,CB,1300000,7000,1
H. Fertoli,25,Argentina,69,Racing Club,Right,RM,1800000,9000,1
Álvaro Arroyo,31,Spain,69,Albacete BP,Right,CB,950000,4000,1
L. Azouni,26,Tunisia,69,CD Nacional,Right,RWB,1600000,6000,1
J. Gutiérrez,36,Argentina,69,Club Atlético Banfield,Right,CM,450000,6000,2
C. Ortiz,27,Argentina,69,Independiente del Valle,Right,CAM,1500000,500,1
J. Siebatcheu,24,France,69,BSC Young Boys,Right,ST,2100000,18000,1
B. Rienstra,30,Netherlands,69,Fortuna Sittard,Right,CM,1300000,7000,1
Bruno Fagundeiro,20,Brazil,69,Vasco da Gama,Right,CAM,1600000,6000,1
L. Mühl,23,Germany,69,1. FC Nürnberg,Right,CB,2600000,5000,1
E. Ersoy,23,Turkey,69,Le Havre AC,Right,CB,2900000,4000,1
F. Ștefan,24,Romania,69,Sepsi OSK,Left,LB,2000000,5000,1
M. Kolke,29,Germany,69,FC Hansa Rostock,Right,GK,1100000,2000,1
R. Torres,34,Panama,69,Seattle Sounders FC,Right,CB,450000,4000,1
Emidio Hoffman,24,Brazil,69,Atlético Mineiro,Right,CB,1400000,12000,1
M. Villasanti,23,Paraguay,69,,Right,CM,0,0,1
Edgar,33,Brazil,69,Daegu FC,Right,ST,900000,5000,1
B. Kouyaté,23,Mali,69,FC Metz,Right,CB,2900000,7000,1
Filipe Soares,21,Portugal,69,Moreirense FC,Right,CAM,3100000,5000,1
R. Araujo,21,Uruguay,69,FC Barcelona,Right,CB,3200000,33000,1
M. Smith,31,England,69,Millwall,Left,ST,1200000,8000,1
A. Ahmedhodžić,21,Bosnia Herzegovina,69,Malmö FF,Right,CB,2900000,3000,1
J. Chabot,22,Germany,69,Spezia,Left,CB,2000000,8000,1
M. Mihojević,24,Bosnia Herzegovina,69,Göztepe SK,Right,CB,2000000,9000,1
F. Krüger,21,Germany,69,FC Erzgebirge Aue,Right,ST,3200000,4000,1
A. Kovácsik,29,Hungary,69,,Right,GK,0,0,1
S. Thern,27,Sweden,69,IFK Norrköping,Right,CAM,1500000,4000,1
Z. Clark,28,Scotland,69,St. Johnstone FC,Right,GK,1200000,3000,1
N. Bitton,28,Israel,69,Celtic,Right,CB,1200000,22000,1
M. Herrera,28,Argentina,69,Godoy Cruz,Right,CB,1400000,5000,1
M. Clark,24,England,69,Vitesse,Left,LWB,1900000,7000,1
M. Salas,22,Argentina,69,Club Necaxa,Left,CAM,3200000,7000,1
L. Ciman,34,Belgium,69,Toronto FC,Right,CB,450000,4000,1
L. Bridcutt,31,Scotland,69,Lincoln City,Right,CDM,975000,6000,1
Alexandre Guedes,26,Portugal,69,Vegalta Sendai,Right,ST,1700000,6000,1
J. Meram,31,Iraq,69,Real Salt Lake,Right,LM,1200000,4000,1
S. Sandberg,26,Sweden,69,Hammarby IF,Right,RB,1700000,3000,1
S. Moreo,27,Italy,69,Empoli,Right,ST,1500000,3000,1
L. Crepulja,26,Croatia,69,Astra Giurgiu,Left,CDM,1600000,6000,1
L. Lamprou,22,Greece,69,FC Twente,Right,ST,2800000,5000,1
R. Cruzado,35,Peru,69,Alianza Lima,Left,CM,550000,500,1
Mollejo,19,Spain,69,Getafe CF,Left,LM,3300000,12000,1
L. Dykes,24,Scotland,69,Queens Park Rangers,Right,ST,2100000,5000,1
A. Kulušić,34,Croatia,69,MKE Ankaragücü,Right,CB,450000,11000,1
A. Bonnet,33,France,69,Le Havre AC,Left,LM,875000,5000,1
R. Leonard,28,England,69,Millwall,Right,RWB,1300000,7000,1
A. Munksgaard,22,Denmark,69,Aarhus GF,Right,RB,2700000,6000,1
B. Hämäläinen,31,Denmark,69,Lyngby BK,Left,LB,1000000,6000,1
D. Rudd,29,England,69,Preston North End,Right,GK,1200000,11000,1
B. Palacios,25,Ecuador,69,El Nacional,Right,ST,1700000,500,1
M. Peybernès,29,France,69,UD Almería,Right,CB,1200000,5000,1
Han Kyo Won,30,Korea Republic,69,Jeonbuk Hyundai Motors,Right,RM,1300000,6000,1
C. Cisneros,26,Mexico,69,Deportivo Toluca,Right,LM,1500000,10000,1
Césario Figueirido,24,Brazil,69,Club Athletico Paranaense,Left,CB,1400000,6000,1
M. Bokadi,24,DR Congo,69,Standard de Liège,Right,CB,1900000,6000,1
J. Daoudi,31,Morocco,69,Al Raed,Right,CDM,975000,9000,1
Fabrício Isidoro,28,Brazil,69,Farense,Right,CM,1400000,4000,1
G. Moncini,24,Italy,69,Benevento,Right,ST,2200000,8000,1
J. Bolingi,26,DR Congo,69,MKE Ankaragücü,Right,ST,1700000,11000,1
A. Jakubech,23,Slovakia,69,KV Kortrijk,Right,GK,1800000,9000,1
G. Margreitter,31,Austria,69,1. FC Nürnberg,Right,CB,950000,6000,1
M. Vigorito,30,Italy,69,Lecce,Right,GK,925000,12000,1
M. Figueroa,37,Honduras,69,Houston Dynamo,Left,CB,250000,3000,2
H. Eyjólfsson,29,Iceland,69,Rosenborg BK,Right,CB,1200000,4000,1
I. Hajrović,28,Bosnia Herzegovina,69,Dinamo Zagreb,Left,LW,1400000,500,1
A. Hjulsager,25,Denmark,69,KV Oostende,Right,CAM,1700000,6000,1
Cantero,25,Spain,69,CD Lugo,Left,GK,1700000,4000,1
M. Verrips,23,Netherlands,69,Sheffield United,Right,GK,2400000,10000,1
G. Hamer,23,Netherlands,69,Coventry City,Right,CDM,2100000,17000,1
G. Carrasco,23,Argentina,69,Godoy Cruz,Right,CB,2900000,7000,1
M. Fernández,31,Uruguay,69,Audax Italiano,Right,CB,950000,3000,1
E. Hovland,31,Norway,69,Rosenborg BK,Right,CB,950000,4000,1
D. Furman,27,Poland,69,Gençlerbirliği SK,Right,CM,1500000,9000,1
R. García Guerreño,30,Paraguay,69,Club Guaraní,Right,CB,1100000,500,1
Unai Medina,30,Spain,69,UD Logroñés,Right,RB,1200000,4000,1
F. Starzyński,29,Poland,69,Zagłębie Lubin,Right,CM,1400000,5000,1
K. Vandendriessche,30,France,69,KV Oostende,Left,CM,1300000,6000,1
F. Sbuttoni,31,Argentina,69,Central Córdoba,Left,CB,950000,6000,1
Caio Padricio,28,Brazil,69,Atlético Clube Goianiense,Right,GK,1000000,6000,1
S. Aquino,40,Paraguay,69,Club Libertad,Right,LW,0,500,1
B. Bodin,28,Wales,69,Preston North End,Left,RM,1400000,14000,1
O. Benítez,27,Argentina,69,Delfín SC,Right,RM,1500000,500,1
M. Rygaard,29,Denmark,69,FC Nordsjælland,Left,CAM,1400000,7000,1
J. Cajuste,20,Sweden,69,FC Midtjylland,Right,CAM,2900000,8000,1
M. Dawson,36,England,69,Nottingham Forest,Right,CB,250000,14000,2
L. Gassama,30,Senegal,69,Göztepe SK,Right,RB,1200000,11000,1
S. Ganvoula,24,Congo,69,VfL Bochum 1848,Right,ST,2100000,9000,1
D. Srbeny,26,Germany,69,SC Paderborn 07,Right,ST,1800000,11000,1
Jorge Teixeira,33,Portugal,69,Sint-Truidense VV,Right,CB,675000,7000,1
Kim Kee Hee,30,Korea Republic,69,Ulsan Hyundai FC,Right,CB,1100000,4000,1
L. Rosić,27,Serbia,69,Moreirense FC,Right,CB,1600000,6000,1
E. Cetré,22,Colombia,69,Junior FC,Right,RM,3100000,2000,1
T. Carroll,28,England,69,Queens Park Rangers,Left,CM,1400000,6000,1
F. Malbašić,27,Serbia,69,Cádiz CF,Right,ST,1500000,14000,1
L. Comas,25,Argentina,69,Patronato,Right,RM,1800000,7000,1
M. Turay,25,Sierra Leone,69,Hebei China Fortune FC,Right,ST,2000000,8000,1
L. Díaz,21,Costa Rica,69,Columbus Crew SC,Right,RM,3100000,3000,1
I. Cofie,28,Ghana,69,Sivasspor,Right,CB,1200000,8000,1
Yang Han Been,28,Korea Republic,69,FC Seoul,Right,GK,1200000,5000,1
Weilson Leal,32,Brazil,69,Vasco da Gama,Left,LM,1100000,8000,1
D. Bulthuis,30,Netherlands,69,Ulsan Hyundai FC,Left,CB,1100000,4000,1
E. Dina Ebimbe,19,France,69,Dijon FCO,Right,RM,3300000,16000,1
C. Carmona,33,Chile,69,Colo-Colo,Right,CDM,700000,4000,1
K. Naismith,28,Scotland,69,Wigan Athletic,Left,LB,1300000,3000,1
W. Sandilands,36,South Africa,69,Orlando Pirates,Right,GK,150000,500,1
J. Böðvarsson,28,Iceland,68,Millwall,Right,ST,1200000,7000,1
S. Marreh,24,Gambia,68,KAA Gent,Right,CDM,1800000,7000,1
K. Çelikay,32,Turkey,68,MKE Ankaragücü,Right,GK,600000,8000,1
Sergio Ruiz,25,Spain,68,UD Las Palmas,Right,CDM,1700000,4000,1
D. Łukasik,29,Poland,68,MKE Ankaragücü,Right,CDM,1000000,10000,1
R. Pleșca,37,Romania,68,Gaz Metan Mediaş,Left,GK,130000,2000,1
J. Chunga,28,Colombia,68,Junior FC,Right,GK,950000,1000,1
Hugo Marques,34,Angola,68,Farense,Right,GK,210000,3000,1
G. Stewart,30,Scotland,68,Rangers FC,Left,CF,1200000,21000,1
J. Devecchi,24,Argentina,68,Audax Italiano,Right,GK,1500000,2000,1
C. Teuchert,23,Germany,68,1. FC Union Berlin,Right,ST,2700000,11000,1
E. Hackman,25,Ghana,68,Portimonense SC,Right,RB,1600000,3000,1
A. Kutucu,20,Turkey,68,FC Schalke 04,Right,ST,2900000,9000,1
Berto Cayarga,23,Spain,68,FC Cartagena,Right,CAM,1900000,3000,1
A. Considine,33,Scotland,68,Aberdeen,Left,CB,575000,4000,1
D. Cáceres,22,Paraguay,68,River Plate Asunción,Left,LB,2600000,500,1
E. Kawashima,37,Japan,68,RC Strasbourg Alsace,Right,GK,130000,5000,1
Avilés,22,Spain,68,CD Leganés,Right,RM,2700000,5000,1
Hugo Vallejo,20,Spain,68,Real Madrid,Right,RM,2900000,32000,1
F. Bandinelli,25,Italy,68,Empoli,Left,CM,1800000,2000,1
V. Fındıklı,29,Turkey,68,Atiker Konyaspor,Right,CDM,1000000,7000,1
Han Chan Hee,23,Korea Republic,68,FC Seoul,Right,CAM,1800000,4000,1
U. Hünemeier,34,Germany,68,SC Paderborn 07,Right,CB,400000,8000,1
J. Stage,23,Denmark,68,FC København,Right,RM,1900000,8000,1
J. Vivar,21,Ecuador,68,SD Aucas,Left,ST,2700000,500,1
A. Sobiech,30,Poland,68,Fatih Karagümrük S.K.,Right,ST,1200000,7000,2
B. Parker,34,South Africa,68,Kaizer Chiefs,Right,RW,575000,500,1
F. Ogier,31,France,68,Clermont Foot 63,Right,CB,825000,3000,1
G. Þórarinsson,28,Iceland,68,New York City FC,Left,LB,1100000,4000,1
J. Lumley,25,England,68,Queens Park Rangers,Right,GK,1500000,3000,1
M. Pedersen,23,Denmark,68,FC Augsburg,Left,LM,2300000,8000,1
Gustavo,26,Brazil,68,Jeonbuk Hyundai Motors,Right,ST,1600000,6000,1
G. Ekpolo,25,Nigeria,68,BK Häcken,Right,RB,1600000,2000,1
P. Ngawa,28,Belgium,68,Oud-Heverlee Leuven,Right,CB,1000000,6000,1
Simón Moreno,22,Spain,68,FC Cartagena,Right,ST,2500000,11000,1
Caye Quintana,26,Spain,68,Málaga CF,Right,ST,1600000,12000,1
T. Martínez,25,Argentina,68,Houston Dynamo,Left,CAM,1700000,4000,1
B. Berisha,34,Kosovo,68,Western United FC,Right,ST,575000,2000,1
Guilherme Schettine,24,Brazil,68,SC Braga,Right,ST,1800000,6000,1
L. Marín,28,Argentina,68,Patronato,Right,RB,1100000,6000,1
Cristiano,29,Portugal,68,FC Hermannstadt,Right,GK,925000,4000,1
L. Donnelly,24,Northern Ireland,68,Motherwell,Right,CDM,2300000,3000,1
T. Aoyama,34,Japan,68,Sanfrecce Hiroshima,Right,CM,550000,5000,1
M. Schulz,25,Germany,68,FC Luzern,Right,CDM,2200000,6000,1
Óscar Gil,22,Spain,68,RCD Espanyol,Right,RB,2600000,3000,1
Kim Min Tae,26,Korea Republic,68,Hokkaido Consadole Sapporo,Right,CB,1200000,3000,1
K. Nishizawa,23,Japan,68,Shimizu S-Pulse,Right,CAM,1700000,2000,1
A. Feick,32,Germany,68,FC Würzburger Kickers,Left,LB,825000,7000,1
B. Halimi,25,Kosovo,68,SV Sandhausen,Left,CAM,1600000,4000,1
O. Cabral,35,Argentina,68,River Plate Asunción,Right,GK,130000,500,1
Lucas Possignolo,26,Brazil,68,Portimonense SC,Right,CB,1400000,4000,1
M. Wilusz,31,Poland,68,Raków Częstochowa,Left,CB,825000,3000,1
F. Schnellhardt,26,Germany,68,SV Darmstadt 98,Left,CAM,1600000,8000,1
D. Gallagher,29,Scotland,68,Motherwell,Right,CB,1000000,3000,1
I. Šaponjić,22,Serbia,68,Atlético Madrid,Right,ST,2700000,17000,1
K. Beckerman,38,United States,68,Real Salt Lake,Right,CDM,240000,2000,1
D. Ward,29,England,68,Huddersfield Town,Left,ST,1200000,13000,1
M. Ihiekwe,27,England,68,Rotherham United,Right,CB,1200000,15000,1
J. Van Cleemput,23,Belgium,68,Sporting de Charleroi,Right,RB,1700000,5000,1
S. Díaz,22,Paraguay,68,Club América,Right,CAM,2700000,37000,1
F. Venegas,21,Mexico,68,Tigres U.A.N.L.,Left,LB,2600000,11000,1
N. Larsen,29,Denmark,68,En Avant de Guingamp,Right,GK,1000000,3000,1
Na Sang Ho,23,Korea Republic,68,Seongnam FC,Right,ST,1900000,4000,1
Marquinhos Cipriano,21,Brazil,68,Shakhtar Donetsk,Left,LB,2800000,500,1
S. Vergini,31,Argentina,68,San Lorenzo de Almagro,Right,CB,825000,8000,1
N. Chamed,26,Comoros,68,Gaz Metan Mediaş,Right,RM,1300000,5000,1
G. Rea,25,Republic of Ireland,68,Luton Town,Right,CB,1500000,5000,1
C. Gutiérrez,23,Chile,68,Vancouver Whitecaps FC,Left,LB,2300000,3000,1
S. Kiyine,22,Morocco,68,Lazio,Right,CAM,2700000,17000,1
Y. Andia,27,Chile,68,Unión La Calera,Right,RB,1200000,2000,1
K. Nakamura,39,Japan,68,Kawasaki Frontale,Right,CM,400000,4000,2
B. Romo,31,Chile,68,FC Juárez,Left,CB,825000,5000,1
R. Yalçın,26,Germany,68,Sivasspor,Right,CM,1500000,7000,1
Pedro Chirivella,23,Spain,68,FC Nantes,Right,CM,2700000,9000,1
H. Mita,29,Japan,68,FC Tokyo,Left,RM,1200000,5000,1
D. Cabrera,30,Mexico,68,Club Necaxa,Left,CM,1200000,6000,1
M. Olise,18,France,68,Reading,Left,LM,2800000,2000,1
I. Höhn,28,Germany,68,SV Darmstadt 98,Right,CB,1000000,8000,1
J. Gyau,27,United States,68,FC Cincinnati,Right,RWB,1200000,3000,1
N. Aguirre,29,Argentina,68,Atlético Tucumán,Left,CAM,1200000,6000,1
B. Rovira,23,Colombia,68,Atlético Nacional,Right,CDM,2500000,2000,1
F. Platte,24,Germany,68,SV Darmstadt 98,Right,ST,2400000,8000,1
Tomás Nuninho,24,Brazil,68,Santos,Left,CDM,1200000,8000,1
R. Marchizza,22,Italy,68,Spezia,Left,CB,2600000,7000,1
S. Grippo,31,Switzerland,68,Real Oviedo,Right,CB,825000,5000,1
Óscar Sendinho,32,Brazil,68,Coritiba,Right,CDM,800000,8000,1
D. Saddiki,23,Netherlands,68,Willem II,Right,CB,1600000,4000,1
M. Sadlok,31,Poland,68,Wisła Kraków,Left,LB,875000,2000,1
M. Godden,28,England,68,Coventry City,Right,ST,1200000,19000,1
F. Seymour,32,Chile,68,Unión La Calera,Right,CDM,800000,2000,1
B. Özdemir,22,Turkey,68,Gençlerbirliği SK,Right,CM,2300000,6000,1
O. Ceylan,29,Turkey,68,Gazişehir Gaziantep F.K.,Right,RWB,1100000,6000,1
M. Vera,24,Argentina,68,Houston Dynamo,Right,CDM,1800000,3000,1
A. Mayorga,23,Mexico,68,U.N.A.M.,Left,LWB,1700000,14000,1
E. Zaldívar,23,Mexico,68,Club Atlas,Right,CM,2500000,5000,1
A. Ciss,20,Senegal,68,Amiens SC,Right,RM,2600000,2000,1
A. Jung,28,Germany,68,Brøndby IF,Left,CDM,1200000,8000,1
F. Holst,25,Denmark,68,IF Elfsborg,Right,RM,1400000,2000,1
B. Barker,23,England,68,Rangers FC,Right,RM,1800000,17000,1
S. Bigalke,30,Germany,68,SpVgg Unterhaching,Right,LM,1200000,3000,1
C. Şahin,25,Turkey,68,Gazişehir Gaziantep F.K.,Left,LW,1400000,6000,1
S. Muwashar,31,Saudi Arabia,68,Al Ahli,Right,LM,1000000,14000,1
Murilo Henrique,25,Brazil,68,Jeonbuk Hyundai Motors,Right,RM,1600000,5000,1
K. Sidibé,21,France,68,Toulouse Football Club,Right,CB,2600000,2000,1
J. Delaplace,34,France,68,FC Lorient,Right,CDM,450000,11000,1
M. Trapp,28,Germany,68,VfL Osnabrück,Left,CB,1000000,6000,1
João Vigário,24,Portugal,68,CD Nacional,Left,CAM,1600000,4000,1
R. Koike,24,Japan,68,Yokohama F. Marinos,Right,RWB,1600000,4000,1
A. Turgeman,29,Israel,68,FK Austria Wien,Right,ST,1200000,9000,1
Marcelo,30,Brazil,68,FC Paços de Ferreira,Right,CB,1000000,4000,1
M. Duffy,34,England,68,Fleetwood Town,Right,CAM,575000,5000,1
C. Ascues,28,Peru,68,Alianza Lima,Right,CB,1200000,600,1
André Sousa,29,Portugal,68,Gazişehir Gaziantep F.K.,Left,CM,1200000,7000,1
B. Thompson,24,England,68,Millwall,Right,CDM,1800000,6000,1
N. Phillips,23,England,68,Liverpool,Right,CB,2200000,22000,1
B. Carabalí,22,Ecuador,68,Emelec,Right,RB,1700000,500,1
D. Opare,29,Ghana,68,SV Zulte-Waregem,Right,RB,1100000,6000,1
M. Káčer,26,Slovakia,68,Viktoria Plzeň,Right,CM,1600000,500,1
Isaac Cuenca,29,Spain,68,Vegalta Sendai,Right,RW,1200000,3000,1
Wu Yan,31,China PR,68,Henan Jianye FC,Right,GK,650000,5000,1
F. Pogba,29,Guinea,68,FC Sochaux-Montbéliard,Left,CB,1000000,3000,2
J. Ruffels,26,England,68,Oxford United,Left,LB,1300000,5000,1
J. Young,34,England,68,Brisbane Roar,Left,GK,210000,2000,1
N. Cozza,21,France,68,Montpellier HSC,Left,CB,2800000,8000,1
M. Volta,33,Italy,68,Benevento,Right,CB,575000,7000,1
M. Valoti,26,Italy,68,SPAL,Right,CAM,1400000,13000,1
M. Alphonse,30,France,68,Amiens SC,Right,RB,1000000,3000,1
J. Arce,35,Bolivia,68,Club Bolívar,Right,CAM,500000,500,1
L. Morosini,24,Italy,68,Brescia,Right,RM,1700000,12000,1
Sandeiro Leal,20,Brazil,68,Fortaleza,Right,ST,1400000,4000,1
Jeong Woo Yeong,20,Korea Republic,68,SC Freiburg,Right,RM,2900000,7000,1
D. Szymański,25,Poland,68,AEK Athens,Right,CDM,1600000,500,1
F. El Melali,23,Algeria,68,Angers SCO,Right,CAM,2400000,8000,1
T. Dangda,32,Thailand,68,Shimizu S-Pulse,Right,ST,975000,2000,1
B. Borrello,24,Australia,68,Fortuna Düsseldorf,Right,RM,1600000,9000,1
Jiang Guangtai,26,China PR,68,Guangzhou Evergrande Taobao FC,Right,CB,1600000,9000,1
J. Pelupessy,27,Netherlands,68,Sheffield Wednesday,Right,CDM,1300000,8000,1
G. Castellón,26,Chile,68,CD Huachipato,Right,GK,1100000,3000,1
A. Sissoko,23,France,68,AS Saint-Étienne,Right,RB,2600000,10000,1
B. Diakité,19,France,68,Toulouse Football Club,Right,CB,2700000,2000,1
R. Sanusi,28,Belgium,68,Beerschot AC,Right,CM,1200000,5000,1
J. Sands,19,United States,68,New York City FC,Right,CDM,2500000,2000,1
T. Röcher,29,Austria,68,FC Ingolstadt 04,Left,LW,1200000,5000,1
Y. Kashiwagi,32,Japan,68,Urawa Red Diamonds,Left,CAM,950000,6000,1
K. Pestka,21,Poland,68,Cracovia,Left,LB,2600000,3000,1
Antoñín,20,Spain,68,Rayo Vallecano,Right,ST,2700000,8000,1
P. Sagna,29,Senegal,68,Santa Clara,Right,RB,1100000,3000,1
J. Lopez,28,Algeria,68,Paris FC,Right,LM,1200000,5000,1
S. Ay,28,Turkey,68,Çaykur Rizespor,Right,CB,1000000,6000,1
A. Toșca,28,Romania,68,Gazişehir Gaziantep F.K.,Left,CB,1100000,6000,1
C. Rocchia,22,France,68,Olympique de Marseille,Left,LB,1600000,11000,1
F. Varela,24,Argentina,68,Denizlispor,Right,CAM,2400000,9000,1
P. Helland,30,Norway,68,Rosenborg BK,Left,RW,1200000,4000,1
F. Barrientos,28,Argentina,68,Club Guaraní,Right,CM,1200000,500,1
I. Ledezma,24,Chile,68,Audax Italiano,Right,CAM,1800000,2000,1
Davide Eustáquio,28,Brazil,68,Santos,Right,CAM,1200000,11000,1
E. Kayembe,22,DR Congo,68,KAS Eupen,Left,CDM,2600000,4000,1
S. Walukiewicz,20,Poland,68,Cagliari,Right,CB,2700000,8000,1
J. John,31,Aruba,68,VVV-Venlo,Right,LW,1000000,4000,1
Y. Brecher,27,Switzerland,68,FC Zürich,Right,GK,1300000,5000,1
S. Nachreiner,31,Germany,68,SSV Jahn Regensburg,Right,CB,825000,6000,1
Kwon Kyung Won,28,Korea Republic,68,Sangju Sangmu FC,Left,CB,1000000,2000,1
Fred Soidares,24,Brazil,68,Fortaleza,Left,LB,1300000,5000,1
Y. Thoelen,29,Belgium,68,KV Mechelen,Right,GK,925000,5000,1
S. Savić,26,Austria,68,Wisła Kraków,Right,RM,1600000,3000,1
Diogo Mateus,27,Brazil,68,Kawasaki Frontale,Right,RB,1300000,5000,1
Javi Hernández,22,Spain,68,CD Leganés,Left,CB,2800000,5000,1
R. Boboc,21,Romania,68,FC Viitorul,Right,RB,2600000,3000,1
U. Bulut,37,Turkey,68,Yeni Malatyaspor,Right,ST,400000,5000,1
L. Vigen,25,Denmark,68,Brøndby IF,Right,CAM,1600000,8000,1
D. Valoyes,23,Colombia,68,Club Atlético Talleres,Right,RM,1900000,6000,1
A. Uludağ,29,Turkey,68,Atiker Konyaspor,Left,LB,1100000,7000,1
B. Halloran,28,Australia,68,Adelaide United,Right,RW,1200000,3000,1
K. Saief,26,United States,68,Lechia Gdańsk,Left,LM,1400000,9000,1
C. Riveros,37,Paraguay,68,Nacional Asunción,Left,CM,375000,500,1
P. Škuletić,30,Serbia,68,Montpellier HSC,Left,ST,1200000,13000,1
S. Becker,25,Netherlands,68,1. FC Union Berlin,Right,RM,1500000,12000,1
J. Pearce,32,England,68,Charlton Athletic,Left,CB,775000,4000,1
Fabio González,23,Spain,68,UD Las Palmas,Right,CDM,2500000,4000,1
S. Gassama,25,Senegal,68,CF Fuenlabrada,Left,ST,1800000,8000,1
B. Aouacheria,26,France,68,Farense,Right,RM,1400000,4000,1
M. Kerhe,33,Austria,68,SV Ried,Right,RWB,625000,5000,1
L. Zwoliński,27,Poland,68,Lechia Gdańsk,Right,ST,1400000,5000,1
L. Henderson,24,Scotland,68,Lecce,Right,CM,2400000,12000,1
Q. Cornette,26,France,68,Le Havre AC,Right,RM,1400000,4000,1
M. Estrada,24,Ecuador,68,Deportivo Toluca,Right,ST,1900000,8000,1
V. Bayo,23,Ivory Coast,68,Toulouse Football Club,Right,ST,1900000,18000,1
J. Rhodes,30,Scotland,68,Sheffield Wednesday,Right,ST,1200000,9000,1
O. Bukari,21,Ghana,68,KAA Gent,Right,RM,2700000,7000,1
A. Mățan,20,Romania,68,FC Viitorul,Right,RM,2900000,4000,1
G. Sunu,29,Togo,68,La Berrichonne de Châteauroux,Right,ST,1200000,3000,1
T. Vaiho,31,Sweden,68,Djurgårdens IF,Right,GK,650000,3000,1
F. Kaplan,31,Turkey,68,Antalyaspor,Right,GK,650000,6000,1
Koo Ja Ryong,28,Korea Republic,68,Jeonbuk Hyundai Motors,Right,CB,1200000,5000,1
C. Summerville,18,Netherlands,68,Leeds United,Right,RM,2800000,14000,1
G. Teigl,29,Austria,68,FK Austria Wien,Right,RB,1100000,8000,1
J. Mora,27,Costa Rica,68,DC United,Left,LB,1300000,3000,1
Mikel Iribas,32,Spain,68,CF Fuenlabrada,Right,RB,825000,3000,1
S. Miakushko,27,Ukraine,68,Podbeskidzie Bielsko-Biała,Right,RM,1300000,2000,1
E. Finlay,29,United States,68,Minnesota United FC,Right,RM,1200000,4000,1
M. Saldívar,29,Paraguay,68,River Plate Asunción,Right,RB,1100000,500,1
J. Laursen,25,Denmark,68,DSC Arminia Bielefeld,Left,LWB,1500000,9000,1
L. Zander,24,Germany,68,FC St. Pauli,Right,RB,1700000,6000,1
J. Kerr,23,Scotland,68,St. Johnstone FC,Right,CB,2500000,3000,1
R. Piris Da Motta,25,Paraguay,68,Gençlerbirliği SK,Right,CDM,1500000,7000,1
J. Levi,24,Sweden,68,IFK Norrköping,Left,RW,1800000,3000,1
A. Ciobanu,22,Romania,68,FC Viitorul,Right,CAM,2700000,4000,1
J. Thiaré,27,Senegal,68,Le Havre AC,Right,ST,1400000,5000,1
C. Bonilla,27,Colombia,68,Millonarios FC,Right,GK,1200000,2000,1
C. Dunkley,28,England,68,Sheffield Wednesday,Right,CB,1200000,8000,1
Henrique,25,Brazil,68,Portimonense SC,Left,LB,1600000,3000,1
Z. Dedič,35,Slovenia,68,WSG Tirol,Right,ST,525000,4000,2
N. Kijewski,24,Germany,68,Eintracht Braunschweig,Left,LB,1800000,6000,1
J. Tymon,21,England,68,Stoke City,Left,LB,2600000,8000,1
G. Kalulu,22,DR Congo,68,AC Ajaccio,Right,CB,2600000,2000,1
F. Bellugou,33,France,68,AJ Auxerre,Right,CDM,600000,3000,1
Shin Hyung Min,33,Korea Republic,68,Jeonbuk Hyundai Motors,Right,CDM,600000,5000,2
J. Mejídez,35,Ecuador,68,,Right,RM,0,0,1
A. Yasin,29,Iraq,68,BK Häcken,Right,RW,1200000,3000,1
R. Bormuth,24,Germany,68,Karlsruher SC,Right,CB,1600000,5000,1
Pejiño,23,Spain,68,UD Las Palmas,Left,LM,1900000,4000,1
